序号,RealDisNo,REGIONID,GeoName,GroupName,DisasterTy,Longitude,Latitude,OccTime,ALARMGRADE,Rainfall,Rainfall01,Rainfall03,Rainfall06,Rainfall24,NOTES,REGIONNAME,单位名称,岩性特征,岩性名称,地形名称,地形坡度,地貌名称
1301.0,2013090300000576,440184402000,广州市从化市流溪河国家森林公园通往翠楼餐厅道路,流溪河国家森林公园通往翠楼餐厅道路,滑坡,1134647.0,234454.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,大起伏山地
1302.0,2013090300000572,440184402000,广州市从化市流溪河国家森林公园绿道凝露亭段,流溪河国家森林公园绿道凝露亭段,崩塌,1134641.0,234503.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,大起伏山地
1303.0,2013090300000573,440184402000,广州市从化市流溪河国家森林公园绿道野战场,流溪河国家森林公园绿道野战场,崩塌,1134651.0,234510.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,大起伏山地
1304.0,2013090300000581,440184402000,广州市从化市流溪河国家森林公园植物园值班室北侧,流溪河国家森林公园植物园值班室北侧,滑坡,1134647.0,234513.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,大起伏山地
1305.0,2013090300000574,440184402000,广州市从化市流溪河国家森林公园绿道中日友好林段,流溪河国家森林公园绿道中日友好林段,崩塌,1134700.0,234517.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,大起伏山地
1306.0,2013090300000580,440184402000,广州市从化市流溪河国家森林公园新群工区1队旧村8号,流溪河国家森林公园新群工区1队旧村8号,滑坡,1134734.0,234534.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,晚侏罗世二长花岗岩,中粒斑状黑云母二长花岗岩,坚硬岩,平地,＜10°,大起伏山地
1307.0,2013090300000577,440184402000,广州市从化市流溪河国家森林公园温塘肚村桥头边坡,流溪河国家森林公园温塘肚村桥头边坡,崩塌,1135023.0,234632.0,2013-08-16 20:00:00,3,78,7.5,7.5,100,100,,良口镇、黄龙带水库管理处、流溪河林场、吕田镇中易发区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,大起伏山地
1308.0,2013090300000593,441621114000,河源市紫金县水墩镇陂湖村增陂四角楼彭焕雄,水墩镇陂湖村增陂四角楼彭焕雄,滑坡,,,2013-08-16 20:05:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1309.0,2013090300000594,441621114000,河源市紫金县水墩镇水口村东升黄百昌,水墩镇水口村东升黄百昌,滑坡,,,2013-08-16 20:10:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1310.0,2013090300000595,441621114000,河源市紫金县水墩镇群丰村陶坑子刘育林等2户,水墩镇群丰村陶坑子刘育林等2户,滑坡,,,2013-08-16 20:15:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1311.0,2013090300000596,441621114000,河源市紫金县水墩镇群丰村志寨刘军腾,水墩镇群丰村志寨刘军腾,滑坡,,,2013-08-16 20:15:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1312.0,2013090300000597,441621114000,河源市紫金县水墩镇上璜坑村高段贺北泉,水墩镇上璜坑村高段贺北泉,滑坡,,,2013-08-16 20:15:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1313.0,2013090300000598,441621114000,河源市紫金县水墩镇上璜坑村山沥黄子香,水墩镇上璜坑村山沥黄子香,滑坡,,,2013-08-16 20:15:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1314.0,2013090300000599,441621114000,河源市紫金县水墩镇水口村屋场黄晋泉,水墩镇水口村屋场黄晋泉,滑坡,,,2013-08-16 20:15:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1315.0,2013090300000600,441621114000,河源市紫金县水墩镇陂湖村增陂四角楼彭叶青,水墩镇陂湖村增陂四角楼彭叶青,滑坡,,,2013-08-16 20:20:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1316.0,2013090300000601,441621114000,河源市紫金县水墩镇陂湖村增陂四角楼彭振泉,水墩镇陂湖村增陂四角楼彭振泉,滑坡,,,2013-08-16 20:20:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1317.0,2013090300000602,441621114000,河源市紫金县水墩镇上璜坑村高段贺桂林,水墩镇上璜坑村高段贺桂林,滑坡,,,2013-08-16 20:20:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1318.0,2013090300000603,441621114000,河源市紫金县水墩镇水口村屋场黄晋南,水墩镇水口村屋场黄晋南,滑坡,,,2013-08-16 20:20:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1319.0,2013090300000604,441621114000,河源市紫金县水墩镇陂湖村下南奋彭日环,水墩镇陂湖村下南奋彭日环,滑坡,,,2013-08-16 20:30:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1320.0,2013090300000605,441621114000,河源市紫金县水墩镇陂湖村增陂四角楼彭汉鸿,水墩镇陂湖村增陂四角楼彭汉鸿,滑坡,,,2013-08-16 20:30:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1321.0,2013090300000606,441621114000,河源市紫金县水墩镇上璜坑村旱埔黄贤妹,水墩镇上璜坑村旱埔黄贤妹,滑坡,,,2013-08-16 20:30:00,3,88.3,0,32.5,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1322.0,2013090300000608,441323104000,惠州市惠东县宝口镇马山居委,宝口镇马山居委,滑坡,1151359.0,231549.0,2013-08-16 21:00:00,3,0,2,2,48,48,,宝口镇－高潭镇丘陵～中山滑坡、崩塌高易发亚区,,,未知,平地,＜10°,小起伏山地
1323.0,2013090300000607,441323104000,惠州市惠东县宝口镇国和村委,宝口镇国和村委,崩塌,1151952.0,231909.0,2013-08-16 21:00:00,3,0,2,2,48,48,,宝口镇－高潭镇丘陵～中山滑坡、崩塌高易发亚区,,,未知,缓坡,10°~45°,小起伏山地
1324.0,2013090300000609,441621114000,河源市紫金县水墩镇秋溪村东坑角下坪廖金龙,水墩镇秋溪村东坑角下坪廖金龙,滑坡,,,2013-08-16 21:00:00,3,88.3,0,26,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1325.0,2013090300000610,441621114000,河源市紫金县水墩镇秋溪村四村福头塘杨祝平,水墩镇秋溪村四村福头塘杨祝平,滑坡,,,2013-08-16 21:00:00,3,88.3,0,26,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1326.0,2013090300000820,441224103000,肇庆市怀集县汶朗镇汶塘村塘塝自然村,汶朗镇汶塘村塘塝自然村,崩塌,1121612.0,240111.0,2013-08-16 21:00:00,3,134,9,18.5,70,70,,怀城镇、汶朗镇、连麦镇、中洲镇、洽水镇、甘洒镇、凤岗镇低易发区,东岗岭组,灰岩、泥质灰岩、泥灰岩，夹泥岩、含生物碎屑灰岩,较软岩,平地,＜10°,丘陵
1327.0,2013090300000613,441323104000,惠州市惠东县宝口镇马山村委,宝口镇马山村委,滑坡,1151402.0,231533.0,2013-08-16 21:30:00,3,0,2,2,48,48,,宝口镇－高潭镇丘陵～中山滑坡、崩塌高易发亚区,,,未知,平地,＜10°,小起伏山地
1328.0,2013090300000612,441621114000,河源市紫金县水墩镇秋溪村东坑角下坪,水墩镇秋溪村东坑角下坪,滑坡,,,2013-08-16 21:30:00,3,88.3,0,26,273,273,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1329.0,2013090300000724,440232104000,韶关市乳源瑶族自治县桂头镇杨溪村委会杨溪九队,桂头镇杨溪村委会杨溪九队,泥石流,1132248.0,250106.0,2013-08-16 21:38:00,3,280,0.5,4,181.5,181.5,,必背、桂头、游溪和东坪低山～丘陵滑坡、崩塌、地面塌陷、泥石流地质灾害高易发亚区,棋梓桥组,以巨厚－厚层状灰岩为主，夹白云质灰岩及少量白云岩,较硬岩,平地,＜10°,低海拔平原
1330.0,2013090300000616,441323104000,惠州市惠东县宝口镇禾多村委,宝口镇禾多村委,滑坡,1151612.0,231907.0,2013-08-16 22:30:00,3,0,1.5,3.5,49.5,49.5,,宝口镇－高潭镇丘陵～中山滑坡、崩塌高易发亚区,早白垩世黑云母花岗岩、晶洞花岗岩,细、中粒（粗、中、细粒斑状）黑云母花岗岩、晶洞花岗岩,坚硬岩,平地,＜10°,小起伏山地
1331.0,2013090300000615,441621114000,河源市紫金县水墩镇陂湖村归湖曾炎,水墩镇陂湖村归湖曾炎,滑坡,,,2013-08-16 22:30:00,3,88.3,0.5,0.5,273.5,273.5,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1332.0,2013090300000632,441323104000,惠州市惠东县宝口镇塘南村,宝口镇塘南村,滑坡,1151202.0,231257.0,2013-08-16 23:00:00,3,0,1,4.5,50.5,50.5,,宝口镇－高潭镇丘陵～中山滑坡、崩塌高易发亚区,,,未知,缓坡,10°~45°,小起伏山地
1333.0,2013090300000617,441621114000,河源市紫金县水墩镇陂湖村杞洋彭发祥,水墩镇陂湖村杞洋彭发祥,滑坡,,,2013-08-16 23:00:00,3,88.3,0,0.5,273.5,273.5,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1334.0,2013090300000618,441621114000,河源市紫金县水墩镇陂湖村增陂张南奎,水墩镇陂湖村增陂张南奎,滑坡,,,2013-08-16 23:00:00,3,88.3,0,0.5,273.5,273.5,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1335.0,2013090300000107,441882007000,清远市连州市东坡镇塘联村牛口组,东坡镇塘联村牛口组,滑坡,1121752.0,250039.0,2013-08-16 23:00:00,3,77.2,34,76,144,144,,三水～西岸花岗斑岩、沙砾岩低山、中山滑坡、崩塌高易发亚区,榴江组,薄层状硅质岩，夹页岩、硅质页岩、含磷硅质岩、泥质灰岩,较软岩,平地,＜10°,小起伏山地
1336.0,2013090300000620,441621114000,河源市紫金县水墩镇陂湖村杞洋彭贡福,水墩镇陂湖村杞洋彭贡福,滑坡,,,2013-08-16 23:30:00,3,88.3,0,0.5,273.5,273.5,无坐标，暂给镇级坐标,龙窝、苏区、南岭和水墩平原～丘陵崩塌、滑坡地质灾害高易发亚区(A2),,,未知,平地,＜10°,小起伏山地
1337.0,2013090300000758,440306010000,深圳市宝安区新安新永丰工业园,新安新永丰工业园,崩塌,,,2013-08-17 00:00:00,3,55,0,0.5,68.5,68.5,无坐标，暂给镇级坐标,罗湖区中易发区,,,未知,平地,＜10°,低海拔平原
1338.0,2013090300000716,441621108000,河源市紫金县九和镇九和村圩坳背,九和镇九和村圩坳背,崩塌,,,2013-08-17 00:00:00,3,88.3,0,0.5,3,3,无坐标，暂给镇级坐标,九和、瓦溪丘陵～低山崩塌地质灾害中易发亚区(B6),八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,中起伏山地
1339.0,2013090300000755,441621108000,河源市紫金县九和镇芫芬村永红,九和镇芫芬村永红,滑坡,,,2013-08-17 00:00:00,3,88.3,0,0.5,3,3,无坐标，暂给镇级坐标,九和、瓦溪丘陵～低山崩塌地质灾害中易发亚区(B6),八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,中起伏山地
1340.0,2013090300000069,445222106000,揭阳市揭西县灰寨镇三坝村上坝新村,灰寨镇三坝村上坝新村,滑坡,,,2013-08-17 00:00:00,3,237.8,0,3.5,9.5,9.5,无坐标，暂给镇级坐标,南山镇-灰寨镇-大溪镇-钱坑镇-坪上镇-龙潭镇中易发亚区,八村群（包括牛角河组、高滩组及水石组）,中细粒长石石英砂岩、长石石英粉砂岩、砂质板岩、绢云母板岩为一套浅变质岩，底部以碳质页岩或石煤层为标志,较软岩,平地,＜10°,小起伏山地
1341.0,2013090300000080,445222116000,揭阳市揭西县上砂镇上山村方坑,上砂镇上山村方坑,滑坡,,,2013-08-17 00:00:00,3,237.8,0.1,18,179,179,无坐标，暂给镇级坐标,五云镇-河婆街道-龙潭镇-南山镇-五经富高易发亚区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1342.0,2013090300000640,441424125000,梅州市五华县梅林镇黄沙村水口村民小组,梅林镇黄沙村水口村民小组,崩塌,1153720.0,233200.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1343.0,2013090300000643,441424125000,梅州市五华县梅林镇黄沙村水口村民小组,梅林镇黄沙村水口村民小组,崩塌,1153735.0,233200.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1344.0,2013090300000641,441424125000,梅州市五华县梅林镇黄沙村水口村民小组,梅林镇黄沙村水口村民小组,崩塌,1153730.0,233210.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1345.0,2013090300000638,441424125000,梅州市五华县梅林镇黄沙村上新村民小组,梅林镇黄沙村上新村民小组,滑坡,1153740.0,233210.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1346.0,2013090300000644,441424125000,梅州市五华县梅林镇黄沙村水口村民小组,梅林镇黄沙村水口村民小组,崩塌,1153740.0,233210.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1347.0,2013090300000642,441424125000,梅州市五华县梅林镇黄沙村水口村民小组,梅林镇黄沙村水口村民小组,崩塌,1153730.0,233215.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1348.0,2013090300000637,441424125000,梅州市五华县梅林镇黄沙村上新村民小组,梅林镇黄沙村上新村民小组,崩塌,1153725.0,233220.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1349.0,2013090300000639,441424125000,梅州市五华县梅林镇黄沙村石岩村民小组,梅林镇黄沙村石岩村民小组,崩塌,1153735.0,233230.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,中起伏山地
1350.0,2013090300000653,441424125000,梅州市五华县梅林镇上礤村新在村民小组,梅林镇上礤村新在村民小组,崩塌,1153910.0,233320.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,中起伏山地
1351.0,2013090300000652,441424125000,梅州市五华县梅林镇上礤村下塘村民小组,梅林镇上礤村下塘村民小组,崩塌,1153915.0,233320.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,中起伏山地
1352.0,2013090300000651,441424125000,梅州市五华县梅林镇上礤村径三村民小组,梅林镇上礤村径三村民小组,崩塌,1153910.0,233330.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,缓坡,10°~45°,中起伏山地
1353.0,2013090300000772,441225114000,肇庆市封开县大洲镇后塘村委会简塘经济合作社,大洲镇后塘村委会简塘经济合作社,滑坡,1113225.0,233442.0,2013-08-17 00:00:00,3,21.1,13,21,98,98,,长岗镇、杏花镇、河儿口镇、江口镇、白垢镇、大洲镇、大玉口镇、南丰镇、金装镇、长安镇、都平镇、罗董镇、渔涝镇低易发区,高滩组,厚－巨厚层状变余砂岩与灰绿色板岩、粉砂质板岩组成。顶部夹透镜状灰岩、泥灰岩或钙质板岩为标志层,较软岩,平地,＜10°,小起伏山地
1354.0,2013090300000650,441424125000,梅州市五华县梅林镇梅南村万兴村民小组,梅林镇梅南村万兴村民小组,滑坡,1153630.0,233450.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1355.0,2013090300000648,441424125000,梅州市五华县梅林镇梅南村上在村民小组,梅林镇梅南村上在村民小组,崩塌,1153640.0,233450.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1356.0,2013090300000649,441424125000,梅州市五华县梅林镇梅南村万青村民小组,梅林镇梅南村万青村民小组,崩塌,1153630.0,233500.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1357.0,2013090300000660,441424125000,梅州市五华县梅林镇招田村招十三村民小组,梅林镇招田村招十三村民小组,崩塌,1153800.0,233525.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1358.0,2013090300000659,441424125000,梅州市五华县梅林镇优河村优二村民小组,梅林镇优河村优二村民小组,崩塌,1153650.0,233640.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1359.0,2013090300000657,441424125000,梅州市五华县梅林镇优河村大拨村民小组,梅林镇优河村大拨村民小组,滑坡,1153700.0,233640.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1360.0,2013090300000658,441424125000,梅州市五华县梅林镇优河村红星村民小组,梅林镇优河村红星村民小组,滑坡,1153700.0,233640.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1361.0,2013090300000112,441424126000,梅州市五华县华阳镇华阳村,华阳镇华阳村,滑坡,1152930.0,233720.0,2013-08-17 00:00:00,3,114.7,0,4,107,107,,龙村镇、华阳镇高易发区,晚侏罗世花岗斑岩,花岗斑岩,坚硬岩,平地,＜10°,小起伏山地
1362.0,2013090300000115,441424126000,梅州市五华县华阳镇连高村,华阳镇连高村,滑坡,1153010.0,233800.0,2013-08-17 00:00:00,3,114.7,0,4,107,107,,龙村镇、华阳镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
1363.0,2013090300000091,441424126000,梅州市五华县华阳镇大拔村,华阳镇大拔村,滑坡,1153210.0,233800.0,2013-08-17 00:00:00,3,114.7,0,4,107,107,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
1364.0,2013090300000113,441424126000,梅州市五华县华阳镇连高村,华阳镇连高村,滑坡,1153000.0,233810.0,2013-08-17 00:00:00,3,114.7,0,4,107,107,,龙村镇、华阳镇高易发区,晚侏罗世花岗斑岩,花岗斑岩,坚硬岩,平地,＜10°,小起伏山地
1365.0,2013090300000647,441424125000,梅州市五华县梅林镇梅东村礤下村民小组,梅林镇梅东村礤下村民小组,崩塌,1153720.0,233820.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1366.0,2013090300000656,441424125000,梅州市五华县梅林镇宣优村高五村民小组,梅林镇宣优村高五村民小组,崩塌,1153750.0,233830.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1367.0,2013090300000654,441424125000,梅州市五华县梅林镇宣优村高三村民小组,梅林镇宣优村高三村民小组,崩塌,1153750.0,233835.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1368.0,2013090300000655,441424125000,梅州市五华县梅林镇宣优村高三村民小组,梅林镇宣优村高三村民小组,崩塌,1153750.0,233840.0,2013-08-17 00:00:00,3,114.7,0,7,134.5,134.5,,龙村镇、梅林镇、华阳镇、安流镇、棉洋镇、周江镇高易发区,晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,中起伏山地
1369.0,2013090300000694,441621107000,河源市紫金县敬梓镇冯坑村管屋管国光等5户,敬梓镇冯坑村管屋管国光等5户,滑坡,,,2013-08-17 00:00:00,3,88.3,0,2.5,117,117,无坐标，暂给镇级坐标,敬梓镇低山～中山崩塌、滑坡地质灾害中易发亚区(B3),晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
1370.0,2013090300000695,441621107000,河源市紫金县敬梓镇冯坑村吉塘廖士等2户,敬梓镇冯坑村吉塘廖士等2户,滑坡,,,2013-08-17 00:00:00,3,88.3,0,2.5,117,117,无坐标，暂给镇级坐标,敬梓镇低山～中山崩塌、滑坡地质灾害中易发亚区(B3),晚侏罗世黑云母花岗岩,粗粒、中粒、细粒（或斑状）黑云母花岗岩,坚硬岩,平地,＜10°,小起伏山地
